flow_duration,Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,label,final_label
0.0,0.0,47.0,64.0,19.5356497438286,19.5356497438286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6216.0,592.0,592.0,592.0,0.0,592.0,83681310.37034148,9.5,34.409301068170514,0.0,0.0,0.0,141.55,Mirai-greeth_flood,Botnet
0.0172616410255432,6825.0,17.0,64.0,7841.133877009414,7841.133877009414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,525.0,50.0,50.0,50.0,0.0,50.0,83102804.95770666,9.5,10.0,0.0,0.0,0.0,141.55,DDoS-UDP_Flood,DDoS
0.0104215097427368,2.22,46.12,65.18,18.98381731383425,18.98381731383425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5931.8,440.8,578.0,562.3457320171229,39.9745739132179,567.78,83646697.73679496,9.5,33.514694793615945,56.60993744369396,6339.918169339627,0.27,141.55,Mirai-greip_flood,Botnet
0.0,0.0,1.0,64.0,24.02407961623828,24.02407961623828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,441.0,42.0,42.0,42.0,0.0,42.0,83149494.38635406,9.5,9.16515138991168,0.0,0.0,0.0,141.55,DDoS-ICMP_Flood,DDoS
0.0,0.0,1.0,64.0,32.98305985747695,32.98305985747695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,441.0,42.0,42.0,42.0,0.0,42.0,83124651.17201142,9.5,9.16515138991168,0.0,0.0,0.0,141.55,DDoS-ICMP_Flood,DDoS
27.676333522796632,2232967.2,6.0,114.4,79.11091069107246,79.11091069107246,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,77.0,2188.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,11828.2,66.0,1514.0,756.7867393210505,714.7769400342004,1079.6,166526165.47123653,13.5,38.78830792161189,1011.2177346233092,511297.95404390746,1.0,244.6,BenignTraffic,Benign
0.1411197304725647,204536.8,17.0,64.0,2658.0925400246606,2658.0925400246606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5817.0,554.0,554.0,554.0,0.0,554.0,83784867.7812493,9.5,33.28663395418648,0.0,0.0,0.0,141.55,Mirai-udpplain,Botnet
0.0,54.0,6.0,64.0,2.490829547255622,2.490829547255622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,82943157.62128834,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DoS-TCP_Flood,DoS
4.324664800167084,108.0,6.0,64.0,0.4624636177775186,0.4624636177775186,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,82985264.49161588,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DoS-SYN_Flood,DoS
4.216643548011779,146.88,6.0,64.0,0.7541742735890541,0.7541742735890541,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,83361859.41911429,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DDoS-SynonymousIP_Flood,DDoS
0.0,54.0,6.0,64.0,2.5994494698133384,2.5994494698133384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,82943409.34689793,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DoS-TCP_Flood,DoS
0.0,0.0,1.0,64.0,36.40067345911514,36.40067345911514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,441.0,42.0,42.0,42.0,0.0,42.0,83124015.16624384,9.5,9.16515138991168,0.0,0.0,0.0,141.55,DDoS-ICMP_Flood,DDoS
0.0,0.0,1.0,64.0,3.619528851008012,3.619528851008012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,441.0,42.0,42.0,42.0,0.0,42.0,83124766.91782224,9.5,9.16515138991168,0.0,0.0,0.0,141.55,DDoS-ICMP_Flood,DDoS
0.0,3.37,45.93,65.27,58.15648701487778,58.15648701487778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6007.45,506.88,592.0,573.4136701279887,32.022191179617764,578.21,83677421.39653206,9.5,33.834448984879174,45.33644500721136,6500.996039650417,0.16,141.55,Mirai-greeth_flood,Botnet
0.0436520028114318,22.96,46.18,65.71,4.179279438910806,4.179279438910806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5931.36,440.36,573.83,559.0203566651358,38.84923088320132,569.31,83585997.892237,9.5,33.386155263934235,55.00688184481275,5146.646388760282,0.31,141.55,Mirai-greip_flood,Botnet
0.0,180.18,16.84,64.0,3.0579696232592983,3.0579696232592983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1914.08,182.0,185.08,182.21525599288915,0.779793439593173,182.28,83007285.1157719,9.5,19.09007333122473,1.1049137147122434,5.603541108386753,0.11,141.55,DoS-UDP_Flood,DoS
0.0,0.0,1.0,64.0,7.914333642159927,7.914333642159927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,441.0,42.0,42.0,42.0,0.0,42.0,83149382.86795871,9.5,9.16515138991168,0.0,0.0,0.0,141.55,DDoS-ICMP_Flood,DDoS
0.0,54.0,6.0,64.0,0.4000815366977618,0.4000815366977618,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,83344781.97808899,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DDoS-RSTFINFlood,DDoS
0.0,54.0,6.0,64.0,22.30977165258001,22.30977165258001,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,83331329.11084214,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DDoS-PSHACK_Flood,DDoS
0.0,53.46,5.95,64.54,2.5282659305814605,2.5282659305814605,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.99,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,571.4,54.0,58.4,54.29425941739719,1.0933896907892715,54.44,83349157.07010482,9.5,10.420340283362169,1.549616790028848,12.094915798261168,0.1,141.55,DDoS-RSTFINFlood,DDoS
0.0,54.0,6.0,64.0,64.15172603661613,64.15172603661613,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,83331820.59807196,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DDoS-PSHACK_Flood,DDoS
93.67247838974,7747.4,14.8,110.9,3.809834786372497,3.809834786372497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,31.1,51.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,616.5,54.8,219.0,111.29626984126983,61.82056613765494,128.6,0.021730089187622,5.5,14.862898884457652,87.42748306545452,4315.674469324767,0.9,38.5,Recon-HostDiscovery,Recon / Port Scan
0.0,54.0,6.0,64.0,1.2651550456692695,1.2651550456692695,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,83331700.52550194,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DDoS-PSHACK_Flood,DDoS
0.0,0.0,47.0,64.0,45.79509436228348,45.79509436228348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6216.0,592.0,592.0,592.0,0.0,592.0,83681558.8505172,9.5,34.409301068170514,0.0,0.0,0.0,141.55,Mirai-greeth_flood,Botnet
0.0,0.0,47.0,64.0,17.55555927606355,17.55555927606355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6216.0,592.0,592.0,592.0,0.0,592.0,83694018.070255,9.5,34.409301068170514,0.0,0.0,0.0,141.55,Mirai-greeth_flood,Botnet
0.0,0.0,1.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,441.0,42.0,42.0,42.0,0.0,42.0,83129001.14803946,9.5,9.16515138991168,0.0,0.0,0.0,141.55,DDoS-ICMP_Flood,DDoS
0.1615859150886535,58.86,6.0,64.0,1.1219481530880102,1.1219481530880102,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,83365580.85407707,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DDoS-SynonymousIP_Flood,DDoS
0.0,54.0,6.0,64.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,83362129.79447463,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DDoS-SynonymousIP_Flood,DDoS
0.1721051263809204,22849.0,17.0,64.0,5046.926929729405,5046.926929729405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,525.0,50.0,50.0,50.0,0.0,50.0,83015816.97317311,9.5,10.0,0.0,0.0,0.0,141.55,DoS-UDP_Flood,DoS
0.0,54.61,6.11,64.64,45.66322275810264,45.66322275810264,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,578.59,54.0,65.59,55.58462119085765,3.633762368552998,54.61,83093351.3439567,9.5,10.536528631144158,5.143532975905446,74.56652959670062,0.19,141.55,DDoS-SYN_Flood,DDoS
0.0,54.0,6.0,64.0,26.746573224118627,26.746573224118627,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,83331867.49582557,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DDoS-PSHACK_Flood,DDoS
0.0038424515724182,59.94,6.0,64.0,57.59221097745676,57.59221097745676,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.11,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,83314870.7473372,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DDoS-PSHACK_Flood,DDoS
1.2702660751342774,1286665.0,17.0,64.0,1828.3153646602807,1828.3153646602807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5817.0,554.0,554.0,554.0,0.0,554.0,83784631.33763301,9.5,33.28663395418648,0.0,0.0,0.0,141.55,Mirai-udpplain,Botnet
0.0,54.0,6.0,69.73,170.28211842559315,170.28211842559315,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.03,0.97,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,83314690.54642151,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DDoS-PSHACK_Flood,DDoS
0.0,54.0,6.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,83330871.42392834,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DDoS-PSHACK_Flood,DDoS
0.0,0.0,1.0,64.0,111.51504838881206,111.51504838881206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,441.0,42.0,42.0,42.0,0.0,42.0,83149400.08894497,9.5,9.16515138991168,0.0,0.0,0.0,141.55,DDoS-ICMP_Flood,DDoS
0.0460091996192932,23775.0,17.0,64.0,10327.0473780796,10327.0473780796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,525.0,50.0,50.0,50.0,0.0,50.0,83103098.78761482,9.5,10.0,0.0,0.0,0.0,141.55,DDoS-UDP_Flood,DDoS
0.4944249153137207,28347.2,6.0,64.0,60.15897373924961,60.15897373924961,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.9,30.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7313.4,500.4,1514.0,1355.3520634920635,362.0878065266189,1369.2,0.00224289894104,5.5,52.01329416895076,512.0694867598697,190166.50307382207,0.7,38.5,BenignTraffic,Benign
0.0658322668075561,35838.0,16.83,63.36,11089.028150247786,11089.028150247786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,525.6,50.0,50.6,50.03461773305814,0.1397102651661847,50.1,83103001.32497188,9.5,10.00347793025761,0.198337029154336,0.32837142151375,0.06,141.55,DDoS-UDP_Flood,DDoS
0.1348857474327087,986.95,16.78,64.59,10.866609239138947,10.866609239138947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,631.82,42.0,229.7,56.76586337372637,49.47845825821377,56.66,83007561.20342012,9.5,10.258582007181523,70.08194613409044,19137.428357573204,0.14,141.55,DoS-UDP_Flood,DoS
0.0507240843772888,38907.0,16.84,65.91,15352.646971762946,15352.646971762946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,525.4,50.0,50.4,50.02052631578948,0.0882483650892939,50.2,83028485.75937782,9.5,10.002094297948156,0.1263157894736842,0.3988919667590028,0.02,141.55,DoS-UDP_Flood,DoS
0.7925723218917846,450056.12,16.55,64.46,439.7325247607623,439.7325247607623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9430.1,272.82,1465.15,875.0181251367738,556.3985080975283,917.67,83374147.46657942,9.5,41.58260236179154,786.7641077698484,326300.1967634892,0.95,141.55,DDoS-UDP_Fragmentation,DDoS
0.000659430027008,55.43,6.05,65.91,34.81514859133874,34.81514859133874,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.01,0.97,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,590.66,55.18,77.66,58.24833279542954,7.042321934359372,55.24,83314067.87685409,9.5,10.741116959664144,9.949785100931846,279.02831445967735,0.19,141.55,DDoS-PSHACK_Flood,DDoS
0.0,0.0,1.0,64.0,2.1551051111356405,2.1551051111356405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,441.0,42.0,42.0,42.0,0.0,42.0,83150639.40256777,9.5,9.16515138991168,0.0,0.0,0.0,141.55,DDoS-ICMP_Flood,DDoS
9.5367431640625e-09,180.0,16.78,63.62,922767.133305246,922767.133305246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1899.56,175.6,182.0,181.36879291365668,1.888950153311303,179.46,83006956.60997838,9.5,19.04471818074904,2.683758216721748,72.65867180733693,0.05,141.55,DoS-UDP_Flood,DoS
7.678194010257721,108.0,6.0,64.0,0.2604779961317715,0.2604779961317715,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,82985452.90456076,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DoS-SYN_Flood,DoS
0.072116687297821,33705.0,17.0,64.0,12388.86186622405,12388.86186622405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,525.0,50.0,50.0,50.0,0.0,50.0,83106623.86235328,9.5,10.0,0.0,0.0,0.0,141.55,DDoS-UDP_Flood,DDoS
0.0,54.0,6.0,64.0,5.693019972989298,5.693019972989298,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,83348611.0037659,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DDoS-RSTFINFlood,DDoS
0.0,54.0,6.0,64.0,1.6004558182960285,1.6004558182960285,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,83330966.61489427,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DDoS-PSHACK_Flood,DDoS
0.0,0.0,1.0,64.0,838.1902478017583,838.1902478017583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,441.0,42.0,42.0,42.0,0.0,42.0,83128865.3745229,9.5,9.16515138991168,0.0,0.0,0.0,141.55,DDoS-ICMP_Flood,DDoS
